H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,Identity,Face Direction,Face Zone,Eye Direction,Mouth,Number of people,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,is_cheating
False,,0,,False,,1,headphone,False,left,red,right,GREEN,1.0,80,0-02-29.633264,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-43.966646,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-24.199933,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-04.999914,0,1,1
False,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-08-38.899759,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-05-44.266507,0,1,1
True,,0,,True,,0,,False,,,,,,80,0-02-14.566604,0,1,1
True,86.05230967266364,1,watch,True,,0,,False,,,,,,80,0-02-11.699939,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-17.199825,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-18.733073,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-45.199839,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-48.899698,1,1,1
True,,0,,False,,0,,True,right,red,left,GREEN,1.0,30,0-01-26.933293,1,1,1
True,189.20095137181525,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-12.666354,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-05-51.533170,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-28.799708,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-42.333314,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-18.266407,1,0,1
True,189.805163259591,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-02.933025,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-55.266613,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-10-36.133037,1,0,1
False,,0,,False,,0,,False,left,red,left,GREEN,1.0,80,0-02-35.499928,1,1,1
True,168.80758276807353,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-28.499847,0,1,1
True,185.9516066077408,1,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-25.766348,1,1,1
True,78.87331614684399,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-01.099999,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-07.566663,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-08.266495,1,1,1
True,138.03260484392808,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-53.666335,1,1,1
True,,0,,False,,0,,True,right,red,left,YELLOW,1.0,40,0-10-37.566370,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-03-59.266555,0,1,1
True,,0,,True,137.6117727521886,1,headphone,False,left,red,center,GREEN,1.0,75,0-07-37.533121,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-20.033240,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-46.366533,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-20.033212,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-47.833004,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-02-22.899934,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-02.933304,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-08-22.766433,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-00.299888,0,1,1
True,,0,,False,,1,headphone,False,,,,,,80,0-03-45.099895,0,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-10-16.933046,1,0,1
False,,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-00.233026,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-43.033174,1,1,1
True,111.01801655587259,1,watch,False,,0,,True,right,red,right,GREEN,1.0,30,0-00-46.999978,0,1,1
True,,0,,False,,1,cell phone,False,left,red,left,YELLOW,1.0,90,0-10-06.333051,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-21.433156,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-52.633253,0,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-59.866499,1,0,1
False,,0,,True,,0,,False,left,red,center,GREEN,1.0,75,0-06-43.166479,0,0,0
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-28.366626,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-08.666635,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-54.266586,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,YELLOW,1.0,35,0-05-46.666505,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-40.399925,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-09-41.399730,1,0,1
False,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-09-30.799734,1,0,1
False,,1,cell phone,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-44.099700,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-41.666424,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-52.699920,0,1,1
False,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-31.499734,1,0,1
True,85.27602242131137,1,watch,False,,0,,False,,,,,,80,0-02-10.433273,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-45.633200,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-42.066340,1,1,1
True,155.0290295396317,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-32.366512,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-01-14.099966,0,1,1
False,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-09-52.933058,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-05-49.533171,1,1,1
False,,0,,True,,0,,False,,,,,,80,0-07-04.466469,0,1,1
True,,0,,False,,0,,True,right,red,left,GREEN,1.0,30,0-05-49.233171,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-46.366366,1,1,1
True,,0,,True,150.33296378372907,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-39.899786,1,0,1
True,,0,,False,,1,headphone,False,left,red,right,YELLOW,1.0,90,0-07-29.899791,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-33.866567,0,1,1
True,,0,,False,,1,headphone,True,left,red,left,YELLOW,1.0,40,0-10-31.133040,1,0,1
False,,0,,True,141.8731828077456,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-24.466460,1,0,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-10-57.733027,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-10-21.766377,1,0,1
True,,0,,False,,0,,False,right,red,left,GREEN,1.0,80,0-02-33.333262,1,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-00-22.733323,1,1,1
False,,0,,True,202.31905496022858,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-29.033124,1,0,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-02.966582,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-28.266347,1,1,1
False,,1,watch,True,,0,,False,,,,,,80,0-06-50.833142,1,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-24.133099,1,1,1
True,153.9415473483361,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-33.466512,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-23.166628,1,1,1
True,88.40814442120137,1,watch,False,,0,,False,,,,,,80,0-02-05.566608,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-09.333301,0,1,1
True,105.8158778255891,2,sheet,False,,0,,False,left,red,center,GREEN,1.0,75,0-08-52.666419,1,1,1
True,304.3451987464235,2,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-09.033190,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-23.466488,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-34.499789,1,1,1
False,,0,,True,153.1012736720371,1,headphone,False,left,red,right,GREEN,1.0,80,0-07-26.599792,1,0,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-36.966398,1,0,1
True,85.14693182963201,1,watch,False,,0,,False,,,,,,80,0-02-12.633272,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-50.966448,1,0,1
False,,0,,True,184.1738309315414,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-28.099792,1,0,1
False,,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-52.766363,1,1,1
True,109.60383204979651,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-47.766421,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-43.766563,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-49.866532,1,1,1
True,168.32409215557945,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-21.366517,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-20.499963,1,1,1
False,,1,watch,True,,0,,False,,,,,,80,0-06-51.399809,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-06.233247,0,1,1
True,107.18675291284833,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-48.199754,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-11.466633,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-28.433320,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-01.866666,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-34.133234,0,1,1
False,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-03-09.699912,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-29.099931,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-54.466558,0,1,1
False,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-08-19.699768,1,0,1
True,115.55085460523432,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-18.099685,1,1,1
True,,0,,False,,0,,True,right,red,center,RED,1.0,35,0-01-34.533289,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-51.099893,0,1,1
False,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-09-28.766402,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-03-41.433230,0,1,1
True,230.6707610426601,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-06.233079,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-57.599945,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-02-21.566601,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-03.366498,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-02-26.433265,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-37.333204,1,1,1
False,,0,,True,195.616972678753,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-28.366458,1,0,1
False,,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-00.866359,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-07.066468,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-32.899901,0,1,1
True,154.8709139896837,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-32.433179,0,1,1
False,,0,,False,,1,headphone,True,right,red,right,GREEN,1.0,30,0-07-46.066450,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-01-24.666627,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-21.233240,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-40.099981,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-06.533330,0,1,1
True,,0,,True,149.4824404403407,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-41.033119,1,0,1
True,,0,,False,,1,cell phone,True,right,red,center,YELLOW,1.0,35,0-10-06.866384,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-20.833072,1,0,1
False,,1,cell phone,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-06.099858,0,1,1
False,,0,,False,,1,headphone,False,left,red,right,YELLOW,1.0,90,0-08-06.366440,1,0,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-51.466587,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-10.933077,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-14.366493,1,1,1
False,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-03-17.233242,0,1,1
True,,0,,True,,0,,True,left,red,center,ORANGE,1.0,35,0-08-28.199764,1,1,1
True,188.83061192507955,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-03.466358,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-20.266462,1,0,1
False,,0,,True,180.54362353736008,1,headphone,True,right,red,right,GREEN,1.0,30,0-07-26.899792,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-15.666520,1,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-00.466666,0,0,0
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-45.433117,1,0,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-21.433240,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-49.833031,1,1,1
True,,0,,False,,0,,True,left,red,left,YELLOW,1.0,40,0-09-44.866395,1,0,1
False,,0,,False,,0,,False,,,,,,80,0-08-11.466438,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-34.466539,1,1,1
True,,0,,False,,0,,False,right,red,right,GREEN,1.0,80,0-06-36.399816,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-04-05.299886,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-07.799885,0,1,1
True,107.18675291284833,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-53.233085,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-39.399758,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-56.966501,0,0,0
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-10-28.699708,1,0,1
True,,0,,False,,1,headphone,True,right,red,right,YELLOW,1.0,40,0-07-33.533122,1,1,1
True,,0,,False,,1,headphone,True,right,red,right,GREEN,1.0,30,0-04-53.233197,1,1,1
True,70.83078426785913,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-08.299745,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-14.666409,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-33.799873,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-05-49.733171,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-02-43.099924,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-00.233222,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-44.966478,0,0,0
False,,0,,True,140.0142849854971,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-21.333128,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-00-51.699976,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-12.299911,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-44.466590,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-18.133213,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-41.233035,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-08-13.899770,1,0,1
True,79.40403012442127,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-03.599998,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-09-33.066400,1,0,1
False,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-07-25.099793,1,0,1
True,168.34488409215172,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-17.899852,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-35.999983,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-29.999763,1,1,1
True,169.54350474140847,1,watch,False,,0,,True,left,red,right,GREEN,1.0,30,0-05-23.899849,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-15.733159,1,1,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-14.333048,1,0,1
False,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-05-53.166502,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-40.433259,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-18.299991,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-08-17.899768,1,0,1
True,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-04-21.899878,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-23.899738,1,0,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-04.933191,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-09.866411,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-40.999925,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-46.633005,1,1,1
False,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-09-45.633061,1,0,1
True,173.6663467687393,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-19.699851,0,1,1
True,,0,,False,,1,headphone,False,,,,,,80,0-02-34.999928,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-11.199911,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-08.999968,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-48.133004,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-15.466659,0,1,1
True,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-09-16.666408,1,0,1
True,,0,,False,,0,,True,left,red,right,GREEN,1.0,30,0-05-15.133187,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-32.666624,0,1,1
True,,0,,True,,0,,False,left,red,center,GREEN,1.0,75,0-04-18.699880,1,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-10-20.999711,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-05-03.666525,0,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-01-37.066622,1,1,1
True,84.50443775329198,1,watch,True,,0,,False,,,,,,80,0-02-11.766605,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-39.799674,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-26.999987,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-08-16.233103,1,0,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-44.399700,1,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-09-11.466410,1,0,1
True,,0,,False,,1,cell phone,True,right,red,center,YELLOW,1.0,35,0-10-08.366384,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-36.066566,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-41.699953,1,1,1
True,,0,,False,,1,headphone,False,right,red,center,GREEN,1.0,75,0-01-37.599955,1,1,1
False,,2,cell phone,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-06.899857,0,1,1
True,166.20770138594662,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-39.099842,1,1,1
False,,0,,False,,0,,False,right,red,right,ORANGE,1.0,90,0-08-19.399768,1,0,1
True,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-03-45.299895,0,1,1
True,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-08-15.366436,1,0,1
True,89.64373932405988,1,watch,False,,0,,False,,,,,,80,0-02-08.499940,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-35.799900,0,1,1
True,89.64373932405988,1,watch,True,,0,,False,,,,,,80,0-02-06.366608,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-02.366526,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-26.999932,1,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-04-54.499863,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-57.633251,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-48.366449,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-21.466629,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-51.099697,1,1,1
True,239.0334704596827,2,sheet,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-01.099748,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-57.333251,0,1,1
False,,0,,True,143.45033983926285,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-25.833126,1,0,1
False,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-29.233124,1,0,1
True,107.05606008068857,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-10.199995,0,1,1
False,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-09-08.799745,1,1,1
False,,0,,True,133.00375934536586,1,cell phone,True,right,red,center,GREEN,1.0,25,0-08-36.833093,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-54.566362,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-39.899758,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-43.133285,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-40.033147,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-58.899973,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-48.566560,0,1,1
True,,0,,False,,0,,False,left,red,left,GREEN,1.0,80,0-06-37.866482,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-04-55.633196,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-04.799998,0,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-01-36.399955,1,1,1
True,,0,,False,,0,,True,left,red,right,GREEN,1.0,30,0-04-34.899872,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-21.133156,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-13.633299,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-21.033296,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,ORANGE,1.0,35,0-09-51.999725,1,1,1
True,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-09-16.899741,1,0,1
False,,2,cell phone,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-05.766524,0,1,1
False,,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-52.433030,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-40.366564,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-47.533200,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-38.733064,1,0,1
True,,0,,False,,1,headphone,True,right,red,right,GREEN,1.0,30,0-05-50.899837,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-31.699818,1,0,1
True,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-07-20.533128,1,0,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-42.166368,1,1,1
False,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-08-31.333095,1,1,1
True,,0,,False,,1,cell phone,True,right,red,left,GREEN,1.0,30,0-10-01.099720,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-07-19.233129,1,1,1
True,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-03-43.366563,0,1,1
False,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-43.399784,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-21.399878,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-51.066475,1,1,1
True,237.77720664521232,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-07.166412,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-52.066642,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-14.999826,1,1,1
True,191.01047091717248,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-02.199692,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-56.733223,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-45.633284,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-12.399827,1,1,1
True,77.42092740338364,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-04.566665,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-10.899911,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-05.266664,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-02-45.999923,0,1,1
True,,0,,False,,1,cell phone,True,right,red,center,GREEN,1.0,25,0-10-04.833052,1,1,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-09-23.666404,1,0,1
True,,0,,False,,1,cell phone,True,left,red,right,GREEN,1.0,30,0-10-05.599718,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-10-11.299716,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-52.766475,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-00-26.766654,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-01-01.533305,0,1,1
